race_type,race,race_precincts_reported,race_total_precincts,race_yes_votes,race_no_votes,county_name,fips,county_reporting_precincts,county_total_precincts,party,candidate_id,candidate_name,county_yes_votes,county_no_votes
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Ozark,153,0,11,Ballot Issues,750006199,Constitutional Amendment 3,37068,37069
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Dallas,059,0,13,Ballot Issues,750006200,Constitutional Amendment 6,37204,37205
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Scott,201,0,20,Ballot Issues,750006200,Constitutional Amendment 6,37336,37337
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Howard,089,0,9,Ballot Issues,750006201,Constitutional Amendment 10,37466,37467
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Vernon,217,0,17,Ballot Issues,750006201,Constitutional Amendment 10,37596,37597
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Barry,009,0,19,Ballot Issues,750006199,Constitutional Amendment 3,36922,36923
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Pemiscot,155,0,19,Ballot Issues,750006199,Constitutional Amendment 3,37070,37071
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Daviess,061,0,7,Ballot Issues,750006200,Constitutional Amendment 6,37206,37207
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Shannon,203,0,8,Ballot Issues,750006200,Constitutional Amendment 6,37338,37339
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Howell,091,0,21,Ballot Issues,750006201,Constitutional Amendment 10,37468,37469
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Warren,219,0,23,Ballot Issues,750006201,Constitutional Amendment 10,37598,37599
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Barton,011,0,9,Ballot Issues,750006199,Constitutional Amendment 3,36924,36925
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Perry,157,0,19,Ballot Issues,750006199,Constitutional Amendment 3,37072,37073
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,De Kalb,063,0,9,Ballot Issues,750006200,Constitutional Amendment 6,37208,37209
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Shelby,205,0,7,Ballot Issues,750006200,Constitutional Amendment 6,37340,37341
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Iron,093,0,10,Ballot Issues,750006201,Constitutional Amendment 10,37470,37471
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Washington,221,0,16,Ballot Issues,750006201,Constitutional Amendment 10,37600,37601
US Representative,U.S. Representative - District 8,0,484,5245275,0,Bollinger,017,0,14,Democratic,750074425,Barbara Stocker,34894,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Bollinger,017,0,14,Republican,750074422,Jason Smith,34895,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Bollinger,017,0,14,Libertarian,750074423,Rick Vandeven,34896,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Bollinger,017,0,14,Constitution,750074424,Doug Enyart,34897,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Bollinger,017,0,14,Independent,750074604,Terry Hampton,34898,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Butler,023,0,26,Democratic,750074425,Barbara Stocker,34899,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Butler,023,0,26,Republican,750074422,Jason Smith,34900,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Butler,023,0,26,Libertarian,750074423,Rick Vandeven,34901,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Butler,023,0,26,Constitution,750074424,Doug Enyart,34902,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Butler,023,0,26,Independent,750074604,Terry Hampton,34903,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Cape Girardeau,031,0,30,Democratic,750074425,Barbara Stocker,34904,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Cape Girardeau,031,0,30,Republican,750074422,Jason Smith,34905,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Cape Girardeau,031,0,30,Libertarian,750074423,Rick Vandeven,34906,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Cape Girardeau,031,0,30,Constitution,750074424,Doug Enyart,34907,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Cape Girardeau,031,0,30,Independent,750074604,Terry Hampton,34908,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Carter,035,0,8,Democratic,750074425,Barbara Stocker,34909,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Carter,035,0,8,Republican,750074422,Jason Smith,34910,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Carter,035,0,8,Libertarian,750074423,Rick Vandeven,34911,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Carter,035,0,8,Constitution,750074424,Doug Enyart,34912,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Carter,035,0,8,Independent,750074604,Terry Hampton,34913,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Crawford,055,0,9,Democratic,750074425,Barbara Stocker,34914,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Crawford,055,0,9,Republican,750074422,Jason Smith,34915,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Crawford,055,0,9,Libertarian,750074423,Rick Vandeven,34916,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Crawford,055,0,9,Constitution,750074424,Doug Enyart,34917,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Crawford,055,0,9,Independent,750074604,Terry Hampton,34918,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dent,065,0,9,Democratic,750074425,Barbara Stocker,34919,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dent,065,0,9,Republican,750074422,Jason Smith,34920,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dent,065,0,9,Libertarian,750074423,Rick Vandeven,34921,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dent,065,0,9,Constitution,750074424,Doug Enyart,34922,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dent,065,0,9,Independent,750074604,Terry Hampton,34923,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Douglas,067,0,14,Democratic,750074425,Barbara Stocker,34924,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Douglas,067,0,14,Republican,750074422,Jason Smith,34925,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Douglas,067,0,14,Libertarian,750074423,Rick Vandeven,34926,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Douglas,067,0,14,Constitution,750074424,Doug Enyart,34927,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Douglas,067,0,14,Independent,750074604,Terry Hampton,34928,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dunklin,069,0,19,Democratic,750074425,Barbara Stocker,34929,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dunklin,069,0,19,Republican,750074422,Jason Smith,34930,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dunklin,069,0,19,Libertarian,750074423,Rick Vandeven,34931,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dunklin,069,0,19,Constitution,750074424,Doug Enyart,34932,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Dunklin,069,0,19,Independent,750074604,Terry Hampton,34933,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Howell,091,0,21,Democratic,750074425,Barbara Stocker,34934,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Howell,091,0,21,Republican,750074422,Jason Smith,34935,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Howell,091,0,21,Libertarian,750074423,Rick Vandeven,34936,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Howell,091,0,21,Constitution,750074424,Doug Enyart,34937,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Howell,091,0,21,Independent,750074604,Terry Hampton,34938,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Iron,093,0,10,Democratic,750074425,Barbara Stocker,34939,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Iron,093,0,10,Republican,750074422,Jason Smith,34940,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Iron,093,0,10,Libertarian,750074423,Rick Vandeven,34941,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Iron,093,0,10,Constitution,750074424,Doug Enyart,34942,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Iron,093,0,10,Independent,750074604,Terry Hampton,34943,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Jefferson,099,0,26,Democratic,750074425,Barbara Stocker,34944,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Jefferson,099,0,26,Republican,750074422,Jason Smith,34945,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Jefferson,099,0,26,Libertarian,750074423,Rick Vandeven,34946,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Jefferson,099,0,26,Constitution,750074424,Doug Enyart,34947,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Jefferson,099,0,26,Independent,750074604,Terry Hampton,34948,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Madison,123,0,8,Democratic,750074425,Barbara Stocker,34949,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Madison,123,0,8,Republican,750074422,Jason Smith,34950,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Madison,123,0,8,Libertarian,750074423,Rick Vandeven,34951,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Madison,123,0,8,Constitution,750074424,Doug Enyart,34952,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Madison,123,0,8,Independent,750074604,Terry Hampton,34953,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Mississippi,133,0,9,Democratic,750074425,Barbara Stocker,34954,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Mississippi,133,0,9,Republican,750074422,Jason Smith,34955,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Mississippi,133,0,9,Libertarian,750074423,Rick Vandeven,34956,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Mississippi,133,0,9,Constitution,750074424,Doug Enyart,34957,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Mississippi,133,0,9,Independent,750074604,Terry Hampton,34958,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,New Madrid,143,0,19,Democratic,750074425,Barbara Stocker,34959,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,New Madrid,143,0,19,Republican,750074422,Jason Smith,34960,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,New Madrid,143,0,19,Libertarian,750074423,Rick Vandeven,34961,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,New Madrid,143,0,19,Constitution,750074424,Doug Enyart,34962,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,New Madrid,143,0,19,Independent,750074604,Terry Hampton,34963,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Oregon,149,0,16,Democratic,750074425,Barbara Stocker,34964,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Oregon,149,0,16,Republican,750074422,Jason Smith,34965,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Oregon,149,0,16,Libertarian,750074423,Rick Vandeven,34966,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Oregon,149,0,16,Constitution,750074424,Doug Enyart,34967,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Oregon,149,0,16,Independent,750074604,Terry Hampton,34968,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ozark,153,0,11,Democratic,750074425,Barbara Stocker,34969,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ozark,153,0,11,Republican,750074422,Jason Smith,34970,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ozark,153,0,11,Libertarian,750074423,Rick Vandeven,34971,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ozark,153,0,11,Constitution,750074424,Doug Enyart,34972,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ozark,153,0,11,Independent,750074604,Terry Hampton,34973,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Pemiscot,155,0,19,Democratic,750074425,Barbara Stocker,34974,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Pemiscot,155,0,19,Republican,750074422,Jason Smith,34975,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Pemiscot,155,0,19,Libertarian,750074423,Rick Vandeven,34976,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Pemiscot,155,0,19,Constitution,750074424,Doug Enyart,34977,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Pemiscot,155,0,19,Independent,750074604,Terry Hampton,34978,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Perry,157,0,19,Democratic,750074425,Barbara Stocker,34979,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Perry,157,0,19,Republican,750074422,Jason Smith,34980,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Perry,157,0,19,Libertarian,750074423,Rick Vandeven,34981,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Perry,157,0,19,Constitution,750074424,Doug Enyart,34982,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Perry,157,0,19,Independent,750074604,Terry Hampton,34983,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Phelps,161,0,21,Democratic,750074425,Barbara Stocker,34984,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Phelps,161,0,21,Republican,750074422,Jason Smith,34985,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Phelps,161,0,21,Libertarian,750074423,Rick Vandeven,34986,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Phelps,161,0,21,Constitution,750074424,Doug Enyart,34987,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Phelps,161,0,21,Independent,750074604,Terry Hampton,34988,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Reynolds,179,0,14,Democratic,750074425,Barbara Stocker,34989,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Reynolds,179,0,14,Republican,750074422,Jason Smith,34990,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Reynolds,179,0,14,Libertarian,750074423,Rick Vandeven,34991,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Reynolds,179,0,14,Constitution,750074424,Doug Enyart,34992,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Reynolds,179,0,14,Independent,750074604,Terry Hampton,34993,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ripley,181,0,19,Democratic,750074425,Barbara Stocker,34994,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ripley,181,0,19,Republican,750074422,Jason Smith,34995,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ripley,181,0,19,Libertarian,750074423,Rick Vandeven,34996,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ripley,181,0,19,Constitution,750074424,Doug Enyart,34997,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ripley,181,0,19,Independent,750074604,Terry Hampton,34998,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Scott,201,0,20,Democratic,750074425,Barbara Stocker,34999,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Scott,201,0,20,Republican,750074422,Jason Smith,35000,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Scott,201,0,20,Libertarian,750074423,Rick Vandeven,35001,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Scott,201,0,20,Constitution,750074424,Doug Enyart,35002,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Scott,201,0,20,Independent,750074604,Terry Hampton,35003,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Shannon,203,0,8,Democratic,750074425,Barbara Stocker,35004,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Shannon,203,0,8,Republican,750074422,Jason Smith,35005,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Shannon,203,0,8,Libertarian,750074423,Rick Vandeven,35006,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Shannon,203,0,8,Constitution,750074424,Doug Enyart,35007,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Shannon,203,0,8,Independent,750074604,Terry Hampton,35008,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,St. Francois,187,0,23,Democratic,750074425,Barbara Stocker,35009,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,St. Francois,187,0,23,Republican,750074422,Jason Smith,35010,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,St. Francois,187,0,23,Libertarian,750074423,Rick Vandeven,35011,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,St. Francois,187,0,23,Constitution,750074424,Doug Enyart,35012,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,St. Francois,187,0,23,Independent,750074604,Terry Hampton,35013,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ste. Genevieve,186,0,13,Democratic,750074425,Barbara Stocker,35014,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ste. Genevieve,186,0,13,Republican,750074422,Jason Smith,35015,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ste. Genevieve,186,0,13,Libertarian,750074423,Rick Vandeven,35016,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ste. Genevieve,186,0,13,Constitution,750074424,Doug Enyart,35017,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Ste. Genevieve,186,0,13,Independent,750074604,Terry Hampton,35018,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Stoddard,207,0,21,Democratic,750074425,Barbara Stocker,35019,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Stoddard,207,0,21,Republican,750074422,Jason Smith,35020,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Stoddard,207,0,21,Libertarian,750074423,Rick Vandeven,35021,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Stoddard,207,0,21,Constitution,750074424,Doug Enyart,35022,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Stoddard,207,0,21,Independent,750074604,Terry Hampton,35023,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Texas,215,0,11,Democratic,750074425,Barbara Stocker,35024,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Texas,215,0,11,Republican,750074422,Jason Smith,35025,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Texas,215,0,11,Libertarian,750074423,Rick Vandeven,35026,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Texas,215,0,11,Constitution,750074424,Doug Enyart,35027,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Texas,215,0,11,Independent,750074604,Terry Hampton,35028,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Washington,221,0,16,Democratic,750074425,Barbara Stocker,35029,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Washington,221,0,16,Republican,750074422,Jason Smith,35030,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Washington,221,0,16,Libertarian,750074423,Rick Vandeven,35031,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Washington,221,0,16,Constitution,750074424,Doug Enyart,35032,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Washington,221,0,16,Independent,750074604,Terry Hampton,35033,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wayne,223,0,20,Democratic,750074425,Barbara Stocker,35034,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wayne,223,0,20,Republican,750074422,Jason Smith,35035,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wayne,223,0,20,Libertarian,750074423,Rick Vandeven,35036,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wayne,223,0,20,Constitution,750074424,Doug Enyart,35037,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wayne,223,0,20,Independent,750074604,Terry Hampton,35038,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wright,229,0,11,Democratic,750074425,Barbara Stocker,35039,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wright,229,0,11,Republican,750074422,Jason Smith,35040,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wright,229,0,11,Libertarian,750074423,Rick Vandeven,35041,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wright,229,0,11,Constitution,750074424,Doug Enyart,35042,(null)
US Representative,U.S. Representative - District 8,0,484,5245275,0,Wright,229,0,11,Independent,750074604,Terry Hampton,35043,(null)
State Senate,State Senator - District 2,0,64,35044,0,St. Charles,183,0,64,Republican,750074417,Bob Onder,35044,(null)
State Senate,State Senator - District 4,0,125,140186,0,St. Louis,189,0,24,Democratic,750074485,Joseph (Joe) Keaveny,35045,(null)
State Senate,State Senator - District 4,0,125,140186,0,St. Louis,189,0,24,Republican,750074484,Courtney Blunt,35046,(null)
State Senate,State Senator - District 4,0,125,140186,0,St. Louis City,510,0,101,Democratic,750074485,Joseph (Joe) Keaveny,35047,(null)
State Senate,State Senator - District 4,0,125,140186,0,St. Louis City,510,0,101,Republican,750074484,Courtney Blunt,35048,(null)
State Senate,State Senator - District 6,0,125,490777,0,Cole,051,0,36,Democratic,750074486,Mollie Kristen Freebairn,35049,(null)
State Senate,State Senator - District 6,0,125,490777,0,Cole,051,0,36,Republican,750074487,Mike Kehoe,35050,(null)
State Senate,State Senator - District 6,0,125,490777,0,Gasconade,073,0,17,Democratic,750074486,Mollie Kristen Freebairn,35051,(null)
State Senate,State Senator - District 6,0,125,490777,0,Gasconade,073,0,17,Republican,750074487,Mike Kehoe,35052,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Bates,013,0,16,Ballot Issues,750006199,Constitutional Amendment 3,36926,36927
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Pettis,159,0,20,Ballot Issues,750006199,Constitutional Amendment 3,37074,37075
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Dent,065,0,9,Ballot Issues,750006200,Constitutional Amendment 6,37210,37211
State Senate,State Senator - District 6,0,125,490777,0,Maries,125,0,12,Democratic,750074486,Mollie Kristen Freebairn,35053,(null)
State Senate,State Senator - District 6,0,125,490777,0,Maries,125,0,12,Republican,750074487,Mike Kehoe,35054,(null)
State Senate,State Senator - District 6,0,125,490777,0,Miller,131,0,20,Democratic,750074486,Mollie Kristen Freebairn,35055,(null)
State Senate,State Senator - District 6,0,125,490777,0,Miller,131,0,20,Republican,750074487,Mike Kehoe,35056,(null)
State Senate,State Senator - District 6,0,125,490777,0,Moniteau,135,0,11,Democratic,750074486,Mollie Kristen Freebairn,35057,(null)
State Senate,State Senator - District 6,0,125,490777,0,Moniteau,135,0,11,Republican,750074487,Mike Kehoe,35058,(null)
State Senate,State Senator - District 6,0,125,490777,0,Morgan,141,0,11,Democratic,750074486,Mollie Kristen Freebairn,35059,(null)
State Senate,State Senator - District 6,0,125,490777,0,Morgan,141,0,11,Republican,750074487,Mike Kehoe,35060,(null)
State Senate,State Senator - District 6,0,125,490777,0,Osage,151,0,18,Democratic,750074486,Mollie Kristen Freebairn,35061,(null)
State Senate,State Senator - District 6,0,125,490777,0,Osage,151,0,18,Republican,750074487,Mike Kehoe,35062,(null)
State Senate,State Senator - District 8,0,96,35063,0,Jackson,095,0,96,Republican,750074488,Will Kraus,35063,(null)
State Senate,State Senator - District 10,0,107,420834,0,Audrain,007,0,16,Democratic,750074340,Ed Schieffer,35064,(null)
State Senate,State Senator - District 10,0,107,420834,0,Audrain,007,0,16,Republican,750074341,Jeanie Riddle,35065,(null)
State Senate,State Senator - District 10,0,107,420834,0,Callaway,027,0,26,Democratic,750074340,Ed Schieffer,35066,(null)
State Senate,State Senator - District 10,0,107,420834,0,Callaway,027,0,26,Republican,750074341,Jeanie Riddle,35067,(null)
State Senate,State Senator - District 10,0,107,420834,0,Lincoln,113,0,22,Democratic,750074340,Ed Schieffer,35068,(null)
State Senate,State Senator - District 10,0,107,420834,0,Lincoln,113,0,22,Republican,750074341,Jeanie Riddle,35069,(null)
State Senate,State Senator - District 10,0,107,420834,0,Monroe,137,0,9,Democratic,750074340,Ed Schieffer,35070,(null)
State Senate,State Senator - District 10,0,107,420834,0,Monroe,137,0,9,Republican,750074341,Jeanie Riddle,35071,(null)
State Senate,State Senator - District 10,0,107,420834,0,Montgomery,139,0,11,Democratic,750074340,Ed Schieffer,35072,(null)
State Senate,State Senator - District 10,0,107,420834,0,Montgomery,139,0,11,Republican,750074341,Jeanie Riddle,35073,(null)
State Senate,State Senator - District 10,0,107,420834,0,Warren,219,0,23,Democratic,750074340,Ed Schieffer,35074,(null)
State Senate,State Senator - District 10,0,107,420834,0,Warren,219,0,23,Republican,750074341,Jeanie Riddle,35075,(null)
State Senate,State Senator - District 12,0,154,526245,0,Andrew,003,0,19,Republican,750074418,Dan Hegeman,35076,(null)
State Senate,State Senator - District 12,0,154,526245,0,Atchison,005,0,6,Republican,750074418,Dan Hegeman,35077,(null)
State Senate,State Senator - District 12,0,154,526245,0,Clay,047,0,10,Republican,750074418,Dan Hegeman,35078,(null)
State Senate,State Senator - District 12,0,154,526245,0,Clinton,049,0,7,Republican,750074418,Dan Hegeman,35079,(null)
State Senate,State Senator - District 12,0,154,526245,0,Daviess,061,0,7,Republican,750074418,Dan Hegeman,35080,(null)
State Senate,State Senator - District 12,0,154,526245,0,De Kalb,063,0,9,Republican,750074418,Dan Hegeman,35081,(null)
State Senate,State Senator - District 12,0,154,526245,0,Gentry,075,0,11,Republican,750074418,Dan Hegeman,35082,(null)
State Senate,State Senator - District 12,0,154,526245,0,Grundy,079,0,10,Republican,750074418,Dan Hegeman,35083,(null)
State Senate,State Senator - District 12,0,154,526245,0,Harrison,081,0,10,Republican,750074418,Dan Hegeman,35084,(null)
State Senate,State Senator - District 12,0,154,526245,0,Holt,087,0,7,Republican,750074418,Dan Hegeman,35085,(null)
State Senate,State Senator - District 12,0,154,526245,0,Mercer,129,0,10,Republican,750074418,Dan Hegeman,35086,(null)
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Benton,015,0,8,Ballot Issues,750006199,Constitutional Amendment 3,36928,36929
Ballot Issues,Constitutional Amendment 3,0,3327,4295364,4295480,Phelps,161,0,21,Ballot Issues,750006199,Constitutional Amendment 3,37076,37077
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,Douglas,067,0,14,Ballot Issues,750006200,Constitutional Amendment 6,37212,37213
Ballot Issues,Constitutional Amendment 6,0,3327,4322276,4322392,St. Charles,183,0,122,Ballot Issues,750006200,Constitutional Amendment 6,37342,37343
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Jackson,095,0,207,Ballot Issues,750006201,Constitutional Amendment 10,37472,37473
Ballot Issues,Constitutional Amendment 10,0,3327,4349188,4349304,Wayne,223,0,20,Ballot Issues,750006201,Constitutional Amendment 10,37602,37603
State Senate,State Senator - District 12,0,154,526245,0,Nodaway,147,0,18,Republican,750074418,Dan Hegeman,35087,(null)
